posting_id,job_title,company,sector,city,salary_min_gbp,salary_max_gbp,experience_required,degree_required,skills_required,working_arrangement,visa_sponsorship,date_posted,applicant_count,level
548,Graduate Data Analyst,Capgemini,Consulting,London,Not specified,Not specified,2 years,Any degree subject,Business Intelligence;Communication;Data Analysis;Microsoft Excel,Office,No,2025-10,127,Graduate
549,Business Intelligence Analyst,Standard Chartered,Finance,London,32000,37000,2 years,Statistics,AWS;Agile;Business Intelligence;Communication;Confluence;Financial Modelling;Forecasting;KPI Reporting;Microsoft Excel,Hybrid,No,2026-06,315,Entry Level
550,Business Intelligence Analyst,Accenture,Consulting,London,30000,34000,0-1 years,STEM degree preferred,Agile;Communication;Data Analysis;Financial Modelling;Forecasting;JIRA,Office,Yes,2024-01,407,Entry Level
551,Graduate Data Analyst,DWP,Public Sector,London,25000,28000,None,2:1 or above any subject,Azure;Business Intelligence;Communication;Copilot;DAX;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Office,No,2025-05,749,Graduate
552,Graduate Data Analyst,Lloyds Banking Group,Finance,London,34000,40000,1-2 years,STEM degree preferred,Agile;ChatGPT/AI Tools;Communication;Copilot;DAX;Data Analysis;KPI Reporting;Microsoft Excel,Office,No,2025-08,726,Graduate
553,Financial Analyst,Deloitte,Consulting,London,36000,42000,1-2 years,Economics,Azure;Business Intelligence;Communication;Confluence;Data Analysis;KPI Reporting;Microsoft Excel,Remote,No,2026-01,106,Entry Level
554,Commercial Analyst,ConsultCo,Consulting,Edinburgh,Not specified,Not specified,1 year,Business & Management,Communication;Confluence;DAX;Data Analysis;Financial Modelling;KPI Reporting;Pivot Tables,Hybrid,No,2026-02,327,Entry Level
555,Graduate Business Analyst,BP,Energy,London,Not specified,Not specified,1 year,2:1 or above any subject,Business Intelligence;Communication;Confluence;Copilot;Data Analysis,Hybrid,No,2026-05,744,Graduate
556,Business Analyst,Capgemini,Consulting,Birmingham,37000,44000,2 years,Statistics,Azure;Business Intelligence;Communication;Confluence,Hybrid,No,2025-07,128,Entry Level
557,Business Intelligence Analyst,Metro Bank,Finance,London,34000,38000,1 year,Finance,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Copilot;DAX,Hybrid,No,2025-05,170,Entry Level
558,Junior Operations Analyst,McKinsey,Consulting,Birmingham,Not specified,Not specified,None,Business & Management,ChatGPT/AI Tools;Communication;Confluence;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Power Query,Office,No,2025-11,225,Graduate
559,Graduate Business Analyst,GSK,Pharma,London,33000,40000,1-2 years,Business & Management,Communication;Confluence;Data Analysis;Financial Modelling;JIRA;Microsoft Excel;Microsoft Office;Power BI,Hybrid,No,2024-03,798,Graduate
560,Financial Analyst,Infosys,Consulting,London,29000,36000,0-1 years,Mathematics,Agile;Business Intelligence;Communication;Data Analysis;Financial Modelling;Forecasting;JIRA;KPI Reporting;Microsoft Office,Office,No,2024-06,164,Entry Level
561,Business Intelligence Analyst,Schroders,Finance,London,35000,41000,1 year,STEM degree preferred,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting,Remote,No,2024-08,433,Entry Level
562,Junior Data Analyst,ConsultCo,Consulting,London,30000,33000,None,Mathematics,Azure;Communication;Confluence;Data Analysis;Forecasting;JIRA;Microsoft Excel,Hybrid,No,2025-04,135,Graduate
563,Junior Operations Analyst,McKinsey,Consulting,London,30000,33000,None,Economics,Agile;Business Intelligence;Data Analysis;Financial Modelling,Flexible,No,2026-04,786,Graduate
564,Graduate Business Analyst,Morgan Stanley UK,Finance,London,39000,46000,1 year,Any degree subject,Agile;Business Intelligence;Communication;Copilot;Data Analysis,Hybrid,No,2024-01,740,Graduate
565,Insight Analyst,Santander UK,Finance,London,32000,39000,2 years,Business & Management,Agile;Azure;Communication;DAX;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Excel,Office,Yes,2026-06,594,Entry Level
566,Junior Operations Analyst,DataCo Ltd,Technology,London,Not specified,Not specified,1-2 years,2:1 or above any subject,Azure;Communication;Data Analysis;Microsoft Excel,Hybrid,No,2024-02,858,Graduate
567,Graduate Financial Analyst,DataCo Ltd,Technology,London,37000,41000,1-2 years,Computer Science,AWS;Agile;Azure;Business Intelligence;Communication,Hybrid,No,2025-11,270,Graduate
568,Junior Data Analyst,Amazon,Technology,London,27000,30000,1 year,STEM degree preferred,Azure;Communication;Confluence;DAX;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office,Office,No,2024-11,145,Graduate
569,Operations Analyst,StartupXYZ,Technology,Glasgow,39000,43000,0-1 years,Statistics,Business Intelligence;Communication;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power Query;PowerPoint,Hybrid,No,2026-06,150,Entry Level
570,Junior Data Analyst,DWP,Public Sector,London,Not specified,Not specified,1-2 years,Engineering,Business Intelligence;Communication;Confluence;Data Analysis;JIRA;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Office,No,2024-11,420,Graduate
571,Commercial Analyst,AnalyticsFirm,Technology,London,36000,43000,1-2 years,Business & Management,Business Intelligence;Communication;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Hybrid,No,2026-04,431,Entry Level
572,Data Analyst,EY,Consulting,London,28000,34000,1 year,Any degree subject,Agile;Business Intelligence;Communication;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2026-02,224,Entry Level
573,Business Analyst,DataCo Ltd,Technology,London,35000,42000,None,STEM degree preferred,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Hybrid,No,2025-10,761,Entry Level
574,Graduate Data Analyst,BT Group,Technology,London,31000,38000,0-1 years,Any degree subject,Agile;Communication;Financial Modelling;Forecasting,Office,No,2026-06,331,Graduate
575,Data Analyst,HMRC,Public Sector,London,28000,33000,1-2 years,2:1 or above any subject,Azure;ChatGPT/AI Tools;Communication;Confluence;DAX,Hybrid,No,2024-04,889,Entry Level
576,Reporting Analyst,BP,Energy,Sheffield,31000,36000,1-2 years,Business & Management,AWS;Agile;Business Intelligence;Communication;Confluence;Copilot;Data Analysis;JIRA;Microsoft Excel,Office,No,2025-04,226,Entry Level
577,Business Intelligence Analyst,TechAnalytics Ltd,Technology,London,31000,37000,1-2 years,Statistics,Azure;Business Intelligence;Communication;Copilot;DAX;Data Analysis,Hybrid,No,2025-05,724,Entry Level
578,Graduate Financial Analyst,Lloyds Banking Group,Finance,London,Not specified,Not specified,0-1 years,STEM degree preferred,Azure;Business Intelligence;ChatGPT/AI Tools;Communication,Hybrid,No,2024-01,179,Graduate
579,Junior Data Analyst,HSBC,Finance,London,36000,40000,0-1 years,Computer Science,AWS;Business Intelligence;ChatGPT/AI Tools;Communication,Hybrid,No,2025-07,342,Graduate
580,Business Intelligence Analyst,Morgan Stanley UK,Finance,London,29000,36000,None,Mathematics,AWS;Agile;Communication;Data Analysis;Financial Modelling,Office,No,2024-06,255,Entry Level
581,Business Analyst,Astrazeneca,Pharma,London,26000,32000,0-1 years,STEM degree preferred,AWS;Business Intelligence;Communication;Data Analysis,Hybrid,Yes,2025-09,730,Entry Level
582,Reporting Analyst,JPMorgan UK,Finance,London,28000,32000,1 year,Mathematics,Business Intelligence;Communication;Confluence;Data Analysis,Hybrid,No,2025-12,681,Entry Level
583,Insight Analyst,StartupXYZ,Technology,London,34000,37000,1-2 years,Statistics,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Microsoft Excel,Office,No,2024-02,132,Entry Level
584,Reporting Analyst,Experian,Finance,London,35000,40000,2 years,Any degree subject,Communication;Copilot;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Hybrid,No,2024-11,290,Entry Level
585,Business Intelligence Analyst,BlackRock UK,Finance,London,31000,37000,1 year,Statistics,AWS;Confluence;DAX;Data Analysis;Financial Modelling;Forecasting;Microsoft Excel,Office,No,2024-10,432,Entry Level
586,Graduate Data Analyst,Standard Chartered,Finance,London,35000,42000,1-2 years,Any degree subject,AWS;Azure;Communication;Copilot;DAX;Data Analysis,Office,No,2025-09,732,Graduate
587,Management Consultant (Graduate),Shell,Energy,London,28000,31000,0-1 years,Engineering,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Financial Modelling,Hybrid,No,2024-09,598,Graduate
588,Reporting Analyst,Deloitte,Consulting,London,32000,35000,1 year,Any degree subject,ChatGPT/AI Tools;Communication;Confluence;Copilot;DAX;Data Analysis;Financial Modelling;Forecasting;JIRA,Hybrid,No,2024-09,273,Entry Level
589,Business Analyst,Microsoft,Technology,London,38000,45000,1-2 years,Finance,AWS;Agile;ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling;JIRA;Microsoft Excel,Hybrid,No,2024-10,540,Entry Level
590,Graduate Financial Analyst,Deloitte,Consulting,London,30000,36000,0-1 years,2:1 or above any subject,Agile;ChatGPT/AI Tools;Confluence;DAX,Flexible,No,2026-06,540,Graduate
591,Business Intelligence Analyst,Tesco,Retail,London,Not specified,Not specified,1 year,Business & Management,Agile;Azure;Business Intelligence;Communication,Office,No,2025-04,569,Entry Level
592,Graduate Data Analyst,GSK,Pharma,London,27000,33000,1-2 years,Mathematics,Business Intelligence;ChatGPT/AI Tools;Communication;DAX;KPI Reporting;Machine Learning;Microsoft Excel;Microsoft Office,Flexible,No,2026-03,539,Graduate
593,Junior Data Analyst,DWP,Public Sector,London,27000,31000,0-1 years,Finance,Communication;Confluence;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2024-05,260,Graduate
594,Financial Analyst,Standard Chartered,Finance,London,37000,43000,0-1 years,Computer Science,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Confluence;DAX;Data Analysis;JIRA;Microsoft Excel,Flexible,No,2024-03,236,Entry Level
595,Reporting Analyst,HMRC,Public Sector,London,23000,30000,0-1 years,STEM degree preferred,ChatGPT/AI Tools;Communication;DAX;Data Analysis;JIRA,Office,Yes,2025-09,157,Entry Level
596,Graduate Business Analyst,JPMorgan UK,Finance,London,39000,44000,0-1 years,Business & Management,AWS;Agile;Business Intelligence;Confluence;DAX,Remote,Yes,2025-02,400,Graduate
597,Operations Analyst,KPMG,Consulting,London,32000,39000,None,STEM degree preferred,Azure;Business Intelligence;Communication;Data Analysis;Financial Modelling;KPI Reporting;Machine Learning;Microsoft Excel,Hybrid,No,2025-09,781,Entry Level
598,Business Intelligence Analyst,Vodafone,Technology,London,28000,33000,1-2 years,2:1 or above any subject,Agile;Communication;Confluence;DAX;Data Analysis;Forecasting;JIRA;Microsoft Excel,Hybrid,No,2025-05,702,Entry Level
599,Commercial Analyst,Fidelity,Finance,London,29000,34000,1-2 years,Any degree subject,Agile;Communication;Data Analysis;Financial Modelling;Forecasting;JIRA;KPI Reporting,Office,Yes,2024-07,587,Entry Level
600,Reporting Analyst,Starling Bank,Finance,London,Not specified,Not specified,None,Business & Management,Agile;Business Intelligence;Communication;Confluence;Data Analysis;Financial Modelling;Forecasting;JIRA;KPI Reporting,Office,No,2025-10,394,Entry Level
