posting_id,job_title,company,sector,city,salary_min_gbp,salary_max_gbp,experience_required,degree_required,skills_required,working_arrangement,visa_sponsorship,date_posted,applicant_count,level,salary_midpoint,has_salary,requires_experience,is_london,skills_list,skill_count,salary_zscore
405,Junior Business Analyst,Legal & General,Finance,London,33000.0,40000.0,<1 year,Finance,AWS;Business Intelligence;Communication;Confluence;Copilot;DAX;Data Analysis,Office,No,2026-04-01,276,Graduate,36500.0,True,0,1,"['AWS', 'Business Intelligence', 'Communication', 'Confluence', 'Copilot', 'DAX', 'Data Analysis']",7,0.4
406,Business Analyst,Microsoft,Technology,London,33000.0,37000.0,<1 year,Computer Science,Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;JIRA;KPI Reporting,Hybrid,No,2024-07-01,162,Entry Level,35000.0,True,0,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Forecasting', 'JIRA', 'KPI Reporting']",7,0.06
408,Junior Data Analyst,StartupXYZ,Technology,London,29000.0,33000.0,<1 year,Engineering,Agile;Azure;Business Intelligence;Communication;DAX;Data Analysis;Forecasting;Microsoft Office,Office,No,2026-06-01,398,Graduate,31000.0,True,0,1,"['Agile', 'Azure', 'Business Intelligence', 'Communication', 'DAX', 'Data Analysis', 'Forecasting', 'Microsoft Office']",8,-0.84
409,Data Analyst,TechAnalytics Ltd,Technology,London,31000.0,35000.0,,Mathematics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot;Data Analysis;Financial Modelling;KPI Reporting,Remote,No,2024-12-01,843,Entry Level,33000.0,True,0,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Copilot', 'Data Analysis', 'Financial Modelling', 'KPI Reporting']",8,-0.39
410,Business Analyst,Amazon,Technology,London,38000.0,42000.0,1-2 years,Mathematics,AWS;Agile;Communication;Data Analysis;Microsoft Excel;Microsoft Office;Power BI,Hybrid,No,2026-01-01,597,Entry Level,40000.0,True,1,1,"['AWS', 'Agile', 'Communication', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office', 'Power BI']",7,1.2
411,Data Analyst,Sky,Technology,London,39000.0,43000.0,,STEM degree preferred,Agile;Communication;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2026-02-01,868,Entry Level,41000.0,True,0,1,"['Agile', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting']",5,1.42
413,Graduate Financial Analyst,Shell,Energy,London,28000.0,35000.0,,Statistics,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;JIRA;Power BI,Hybrid,No,2024-11-01,607,Graduate,31500.0,True,0,1,"['Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'JIRA', 'Power BI']",8,-0.73
414,Business Analyst,Astrazeneca,Pharma,London,27000.0,30000.0,1-2 years,Business & Management,AWS;Agile;Communication;Copilot;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2025-12-01,479,Entry Level,28500.0,True,1,1,"['AWS', 'Agile', 'Communication', 'Copilot', 'Data Analysis', 'JIRA', 'KPI Reporting']",7,-1.41
415,Management Consultant (Graduate),ConsultCo,Consulting,London,36000.0,41000.0,1 year,Statistics,AWS;Azure;Business Intelligence;Communication,Office,No,2025-07-01,463,Graduate,38500.0,True,1,1,"['AWS', 'Azure', 'Business Intelligence', 'Communication']",4,0.86
416,Operations Analyst,Amazon,Technology,London,39000.0,43000.0,<1 year,Finance,Agile;Business Intelligence;Confluence;Copilot;Data Analysis,Hybrid,No,2026-05-01,137,Entry Level,41000.0,True,0,1,"['Agile', 'Business Intelligence', 'Confluence', 'Copilot', 'Data Analysis']",5,1.42
417,Financial Analyst,Deloitte,Consulting,London,37000.0,41000.0,1 year,2:1 or above any subject,AWS;Business Intelligence;Communication;Confluence,Hybrid,No,2025-08-01,315,Entry Level,39000.0,True,1,1,"['AWS', 'Business Intelligence', 'Communication', 'Confluence']",4,0.97
418,Strategy Analyst,ConsultCo,Consulting,London,32000.0,36000.0,,Computer Science,AWS;Agile;Communication;DAX;Data Analysis;Financial Modelling;JIRA;KPI Reporting,Hybrid,No,2024-09-01,525,Entry Level,34000.0,True,0,1,"['AWS', 'Agile', 'Communication', 'DAX', 'Data Analysis', 'Financial Modelling', 'JIRA', 'KPI Reporting']",8,-0.16
420,Junior Operations Analyst,Goldman Sachs UK,Finance,London,37000.0,40000.0,,2:1 or above any subject,Agile;Communication;Copilot;Data Analysis;Financial Modelling,Hybrid,No,2025-11-01,726,Graduate,38500.0,True,0,1,"['Agile', 'Communication', 'Copilot', 'Data Analysis', 'Financial Modelling']",5,0.86
421,Graduate Data Analyst,McKinsey,Consulting,London,35000.0,39000.0,,Business & Management,Agile;Communication;Confluence;Data Analysis;Financial Modelling;Forecasting;KPI Reporting;Microsoft Excel,Office,No,2026-06-01,666,Graduate,37000.0,True,0,1,"['Agile', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'KPI Reporting', 'Microsoft Excel']",8,0.52
422,Junior Data Analyst,Lloyds Banking Group,Finance,London,35000.0,41000.0,1 year,2:1 or above any subject,AWS;Business Intelligence;Communication;Copilot;DAX;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2026-01-01,594,Graduate,38000.0,True,1,1,"['AWS', 'Business Intelligence', 'Communication', 'Copilot', 'DAX', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",9,0.74
423,Data Analyst,StartupXYZ,Technology,London,37000.0,40000.0,1-2 years,2:1 or above any subject,Agile;Azure;Communication;Data Analysis;JIRA,Hybrid,No,2026-01-01,468,Entry Level,38500.0,True,1,1,"['Agile', 'Azure', 'Communication', 'Data Analysis', 'JIRA']",5,0.86
425,Reporting Analyst,NatWest,Finance,London,34000.0,38000.0,1 year,Any degree subject,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Hybrid,No,2025-04-01,101,Entry Level,36000.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis']",6,0.29
426,Business Intelligence Analyst,Standard Chartered,Finance,Bristol,36000.0,39000.0,1 year,Finance,AWS;Agile;Azure;Communication;Copilot,Hybrid,No,2024-05-01,74,Entry Level,37500.0,True,1,0,"['AWS', 'Agile', 'Azure', 'Communication', 'Copilot']",5,0.63
427,Junior Data Analyst,Standard Chartered,Finance,London,31000.0,34000.0,<1 year,Finance,AWS;Agile;Business Intelligence;Communication;Confluence,Hybrid,No,2024-03-01,269,Graduate,32500.0,True,0,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Confluence']",5,-0.5
430,Graduate Data Analyst,EY,Consulting,London,37000.0,40000.0,1 year,Engineering,AWS;Business Intelligence;Communication;Copilot;Data Analysis;Forecasting;KPI Reporting,Flexible,No,2025-09-01,503,Graduate,38500.0,True,1,1,"['AWS', 'Business Intelligence', 'Communication', 'Copilot', 'Data Analysis', 'Forecasting', 'KPI Reporting']",7,0.86
433,Insight Analyst,JPMorgan UK,Finance,Manchester,37000.0,40000.0,<1 year,Business & Management,Communication;DAX;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2026-01-01,75,Entry Level,38500.0,True,0,0,"['Communication', 'DAX', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",6,0.86
434,Commercial Analyst,Rolls-Royce,Energy,London,29000.0,34000.0,2+ years,Any degree subject,Communication;Confluence;Data Analysis;Forecasting;JIRA;Microsoft Excel,Hybrid,No,2025-04-01,501,Entry Level,31500.0,True,1,1,"['Communication', 'Confluence', 'Data Analysis', 'Forecasting', 'JIRA', 'Microsoft Excel']",6,-0.73
435,Junior Data Analyst,DWP,Public Sector,London,24000.0,29000.0,1 year,Engineering,Agile;Business Intelligence;Communication;Copilot;DAX,Hybrid,Yes,2024-05-01,625,Graduate,26500.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'Copilot', 'DAX']",5,-1.86
436,Strategy Analyst,StartupXYZ,Technology,London,40000.0,46000.0,1-2 years,Computer Science,Agile;Azure;Communication;Copilot;Data Analysis;Financial Modelling,Remote,No,2024-08-01,83,Entry Level,43000.0,True,1,1,"['Agile', 'Azure', 'Communication', 'Copilot', 'Data Analysis', 'Financial Modelling']",6,1.88
437,Management Consultant (Graduate),Legal & General,Finance,London,39000.0,45000.0,1 year,Engineering,AWS;Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Copilot;Data Analysis;KPI Reporting;Microsoft Excel,Office,No,2024-06-01,889,Graduate,42000.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Copilot', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel']",9,1.65
439,Graduate Financial Analyst,Microsoft,Technology,London,32000.0,36000.0,1-2 years,STEM degree preferred,Azure;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2024-11-01,855,Graduate,34000.0,True,1,1,"['Azure', 'DAX', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",7,-0.16
440,Graduate Data Analyst,BAE Systems,Pharma,Birmingham,30000.0,37000.0,1 year,Computer Science,Azure;Communication;Financial Modelling;Forecasting;JIRA;KPI Reporting;Machine Learning;Microsoft Excel,Hybrid,No,2025-10-01,364,Graduate,33500.0,True,1,0,"['Azure', 'Communication', 'Financial Modelling', 'Forecasting', 'JIRA', 'KPI Reporting', 'Machine Learning', 'Microsoft Excel']",8,-0.27
443,Operations Analyst,BAE Systems,Pharma,London,28000.0,32000.0,<1 year,Engineering,Business Intelligence;Communication;Copilot;DAX;Data Analysis;KPI Reporting,Remote,No,2026-05-01,552,Entry Level,30000.0,True,0,1,"['Business Intelligence', 'Communication', 'Copilot', 'DAX', 'Data Analysis', 'KPI Reporting']",6,-1.07
444,Financial Analyst,Amazon,Technology,Manchester,27000.0,31000.0,<1 year,Business & Management,Communication;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power Query,Hybrid,No,2024-07-01,390,Entry Level,29000.0,True,0,0,"['Communication', 'DAX', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables', 'Power Query']",9,-1.29
445,Management Consultant (Graduate),M&G Investments,Finance,Cardiff,35000.0,39000.0,1-2 years,Finance,Business Intelligence;Communication;Data Analysis;Microsoft Office,Office,No,2025-01-01,391,Graduate,37000.0,True,1,0,"['Business Intelligence', 'Communication', 'Data Analysis', 'Microsoft Office']",4,0.52
446,Graduate Data Analyst,M&G Investments,Finance,London,37000.0,43000.0,,Economics,AWS;Business Intelligence;ChatGPT/AI Tools;Communication,Remote,No,2025-08-01,516,Graduate,40000.0,True,0,1,"['AWS', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication']",4,1.2
449,Business Intelligence Analyst,TechAnalytics Ltd,Technology,London,40000.0,46000.0,2+ years,Mathematics,ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Financial Modelling;KPI Reporting,Office,No,2025-01-01,678,Entry Level,43000.0,True,1,1,"['ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling', 'KPI Reporting']",6,1.88
450,Junior Data Analyst,Infosys,Consulting,London,32000.0,36000.0,1 year,STEM degree preferred,Azure;Communication;Data Analysis;Financial Modelling,Flexible,No,2024-05-01,850,Graduate,34000.0,True,1,1,"['Azure', 'Communication', 'Data Analysis', 'Financial Modelling']",4,-0.16
451,Graduate Business Analyst,NHS,Public Sector,London,27000.0,30000.0,1 year,Computer Science,Agile;Azure;Communication;Data Analysis;KPI Reporting;Machine Learning,Office,No,2026-03-01,472,Graduate,28500.0,True,1,1,"['Agile', 'Azure', 'Communication', 'Data Analysis', 'KPI Reporting', 'Machine Learning']",6,-1.41
453,Data Analyst,BT Group,Technology,London,27000.0,32000.0,,STEM degree preferred,Agile;Business Intelligence;Communication;Financial Modelling;JIRA,Hybrid,No,2025-03-01,451,Entry Level,29500.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'Financial Modelling', 'JIRA']",5,-1.18
454,Commercial Analyst,DWP,Public Sector,London,28000.0,33000.0,,Engineering,Agile;Azure;Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2026-03-01,133,Entry Level,30500.0,True,0,1,"['Agile', 'Azure', 'Business Intelligence', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting']",7,-0.95
455,Strategy Analyst,JPMorgan UK,Finance,London,30000.0,33000.0,1 year,Finance,Agile;Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2024-03-01,284,Entry Level,31500.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",9,-0.73
456,Business Intelligence Analyst,NHS,Public Sector,London,29000.0,35000.0,1-2 years,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Office,No,2026-01-01,603,Entry Level,32000.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication']",4,-0.61
457,Insight Analyst,Fidelity,Finance,London,29000.0,35000.0,1-2 years,Business & Management,Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Office,No,2026-06-01,400,Entry Level,32000.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication']",4,-0.61
458,Graduate Financial Analyst,Experian,Finance,London,34000.0,39000.0,1 year,Statistics,AWS;Agile;Azure;Business Intelligence,Remote,Yes,2025-09-01,844,Graduate,36500.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence']",4,0.4
459,Junior Business Analyst,Goldman Sachs UK,Finance,London,30000.0,36000.0,2+ years,Statistics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;Machine Learning,Office,No,2026-04-01,600,Graduate,33000.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'JIRA', 'Machine Learning']",7,-0.39
460,Business Intelligence Analyst,Standard Chartered,Finance,London,36000.0,41000.0,1-2 years,Economics,AWS;Agile;Communication;Data Analysis;KPI Reporting,Hybrid,No,2026-06-01,95,Entry Level,38500.0,True,1,1,"['AWS', 'Agile', 'Communication', 'Data Analysis', 'KPI Reporting']",5,0.86
462,Management Consultant (Graduate),PwC,Consulting,London,28000.0,35000.0,1-2 years,Statistics,Agile;Communication;Confluence;Copilot;Financial Modelling;JIRA;KPI Reporting,Remote,No,2025-03-01,749,Graduate,31500.0,True,1,1,"['Agile', 'Communication', 'Confluence', 'Copilot', 'Financial Modelling', 'JIRA', 'KPI Reporting']",7,-0.73
463,Graduate Business Analyst,Legal & General,Finance,London,31000.0,37000.0,1-2 years,Economics,Azure;Communication;Data Analysis;Financial Modelling;Forecasting;KPI Reporting;Machine Learning,Hybrid,No,2025-10-01,781,Graduate,34000.0,True,1,1,"['Azure', 'Communication', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'KPI Reporting', 'Machine Learning']",7,-0.16
464,Management Consultant (Graduate),HSBC,Finance,London,30000.0,36000.0,,Computer Science,AWS;Business Intelligence;Communication;Confluence;Data Analysis;Microsoft Excel;Pivot Tables;Power BI,Flexible,No,2024-03-01,644,Graduate,33000.0,True,0,1,"['AWS', 'Business Intelligence', 'Communication', 'Confluence', 'Data Analysis', 'Microsoft Excel', 'Pivot Tables', 'Power BI']",8,-0.39
465,Insight Analyst,NHS,Public Sector,London,29000.0,32000.0,1 year,Computer Science,Communication;Data Analysis;Financial Modelling;Forecasting;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Flexible,No,2024-01-01,470,Entry Level,30500.0,True,1,1,"['Communication', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables', 'Power BI']",9,-0.95
466,Insight Analyst,Astrazeneca,Pharma,London,33000.0,39000.0,<1 year,STEM degree preferred,Agile;Communication;Confluence;DAX;Data Analysis,Office,No,2025-09-01,555,Entry Level,36000.0,True,0,1,"['Agile', 'Communication', 'Confluence', 'DAX', 'Data Analysis']",5,0.29
467,Reporting Analyst,StartupXYZ,Technology,London,32000.0,37000.0,2+ years,Economics,AWS;Agile;Business Intelligence;Communication;Confluence;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2024-10-01,587,Entry Level,34500.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Confluence', 'Financial Modelling', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",9,-0.05
469,Insight Analyst,Deloitte,Consulting,London,33000.0,36000.0,1 year,2:1 or above any subject,Agile;Business Intelligence;Confluence;Copilot;Data Analysis;Financial Modelling;JIRA;KPI Reporting;Microsoft Excel,Office,No,2025-10-01,283,Entry Level,34500.0,True,1,1,"['Agile', 'Business Intelligence', 'Confluence', 'Copilot', 'Data Analysis', 'Financial Modelling', 'JIRA', 'KPI Reporting', 'Microsoft Excel']",9,-0.05
471,Strategy Analyst,Fidelity,Finance,London,33000.0,38000.0,1-2 years,Business & Management,Agile;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2026-05-01,488,Entry Level,35500.0,True,1,1,"['Agile', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",7,0.18
472,Graduate Financial Analyst,Metro Bank,Finance,London,39000.0,42000.0,1-2 years,Economics,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office,Office,No,2025-05-01,307,Graduate,40500.0,True,1,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",8,1.31
473,Graduate Business Analyst,EY,Consulting,London,29000.0,35000.0,<1 year,Economics,Azure;Communication;DAX;Data Analysis,Remote,No,2025-10-01,358,Graduate,32000.0,True,0,1,"['Azure', 'Communication', 'DAX', 'Data Analysis']",4,-0.61
474,Reporting Analyst,GSK,Pharma,Edinburgh,31000.0,35000.0,2+ years,2:1 or above any subject,AWS;Agile;Business Intelligence;Communication,Hybrid,No,2024-12-01,161,Entry Level,33000.0,True,1,0,"['AWS', 'Agile', 'Business Intelligence', 'Communication']",4,-0.39
475,Business Analyst,Lloyds Banking Group,Finance,London,30000.0,33000.0,1 year,STEM degree preferred,Agile;Communication;Confluence;Data Analysis,Hybrid,No,2025-11-01,438,Entry Level,31500.0,True,1,1,"['Agile', 'Communication', 'Confluence', 'Data Analysis']",4,-0.73
476,Commercial Analyst,M&G Investments,Finance,London,32000.0,37000.0,2+ years,Engineering,Agile;ChatGPT/AI Tools;Communication;DAX;Data Analysis;Financial Modelling;JIRA;KPI Reporting;Microsoft Office,Hybrid,No,2025-06-01,619,Entry Level,34500.0,True,1,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'DAX', 'Data Analysis', 'Financial Modelling', 'JIRA', 'KPI Reporting', 'Microsoft Office']",9,-0.05
477,Junior Business Analyst,Shell,Energy,London,28000.0,33000.0,<1 year,STEM degree preferred,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Microsoft Excel;Pivot Tables,Hybrid,No,2024-11-01,559,Graduate,30500.0,True,0,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Microsoft Excel', 'Pivot Tables']",7,-0.95
478,Junior Data Analyst,Accenture,Consulting,Glasgow,34000.0,40000.0,1-2 years,Computer Science,Agile;Azure;Business Intelligence;Communication;DAX,Hybrid,No,2025-03-01,63,Graduate,37000.0,True,1,0,"['Agile', 'Azure', 'Business Intelligence', 'Communication', 'DAX']",5,0.52
480,Graduate Data Analyst,TechAnalytics Ltd,Technology,London,42000.0,48000.0,<1 year,Any degree subject,AWS;Agile;Communication;Data Analysis;Forecasting;JIRA;KPI Reporting;Machine Learning,Hybrid,No,2026-04-01,243,Graduate,45000.0,True,0,1,"['AWS', 'Agile', 'Communication', 'Data Analysis', 'Forecasting', 'JIRA', 'KPI Reporting', 'Machine Learning']",8,2.33
481,Junior Business Analyst,Deloitte,Consulting,London,33000.0,37000.0,1-2 years,Mathematics,Business Intelligence;Communication;KPI Reporting;Microsoft Excel;Microsoft Office;PowerPoint;Problem Solving;Process Mapping,Hybrid,No,2026-03-01,301,Graduate,35000.0,True,1,1,"['Business Intelligence', 'Communication', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'PowerPoint', 'Problem Solving', 'Process Mapping']",8,0.06
482,Graduate Data Analyst,Lloyds,Finance,Manchester,37000.0,42000.0,,STEM degree preferred,Agile;Communication;Confluence;Data Analysis;Forecasting;Microsoft Excel;Pivot Tables,Office,No,2026-02-01,144,Graduate,39500.0,True,0,0,"['Agile', 'Communication', 'Confluence', 'Data Analysis', 'Forecasting', 'Microsoft Excel', 'Pivot Tables']",7,1.08
484,Business Intelligence Analyst,Shell,Energy,London,31000.0,37000.0,1 year,STEM degree preferred,Agile;Business Intelligence;ChatGPT/AI Tools;DAX;Data Analysis,Flexible,Yes,2026-03-01,561,Entry Level,34000.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'DAX', 'Data Analysis']",5,-0.16
486,Management Consultant (Graduate),Vodafone,Technology,Birmingham,42000.0,47000.0,1-2 years,Any degree subject,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2025-06-01,98,Graduate,44500.0,True,1,0,"['Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting']",7,2.22
487,Operations Analyst,Santander UK,Finance,London,34000.0,39000.0,<1 year,Economics,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Forecasting;Microsoft Excel,Hybrid,No,2025-02-01,559,Entry Level,36500.0,True,0,1,"['Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'Forecasting', 'Microsoft Excel']",8,0.4
488,Graduate Data Analyst,Schroders,Finance,London,30000.0,36000.0,1-2 years,Economics,Azure;Business Intelligence;JIRA;Machine Learning;Microsoft Excel;Microsoft Office,Office,No,2025-06-01,287,Graduate,33000.0,True,1,1,"['Azure', 'Business Intelligence', 'JIRA', 'Machine Learning', 'Microsoft Excel', 'Microsoft Office']",6,-0.39
489,Graduate Business Analyst,JPMorgan UK,Finance,Liverpool,36000.0,43000.0,1 year,STEM degree preferred,Azure;Business Intelligence;Communication;Data Analysis,Hybrid,No,2025-09-01,307,Graduate,39500.0,True,1,0,"['Azure', 'Business Intelligence', 'Communication', 'Data Analysis']",4,1.08
490,Management Consultant (Graduate),Standard Chartered,Finance,London,29000.0,36000.0,2+ years,Mathematics,AWS;Communication;DAX;Data Analysis;JIRA,Hybrid,No,2024-08-01,532,Graduate,32500.0,True,1,1,"['AWS', 'Communication', 'DAX', 'Data Analysis', 'JIRA']",5,-0.5
491,Data Analyst,Tesco,Retail,Birmingham,24000.0,27000.0,1-2 years,Engineering,Agile;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;JIRA,Office,No,2025-12-01,59,Entry Level,25500.0,True,1,0,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'JIRA']",6,-2.09
492,Insight Analyst,JPMorgan UK,Finance,London,35000.0,42000.0,<1 year,Any degree subject,Agile;Business Intelligence;Communication;DAX;Data Analysis;Financial Modelling;JIRA;KPI Reporting;Microsoft Office,Hybrid,No,2026-06-01,293,Entry Level,38500.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'DAX', 'Data Analysis', 'Financial Modelling', 'JIRA', 'KPI Reporting', 'Microsoft Office']",9,0.86
493,Junior Business Analyst,StartupXYZ,Technology,London,29000.0,34000.0,,Business & Management,AWS;Agile;Communication;DAX;Data Analysis;KPI Reporting;Machine Learning,Hybrid,No,2026-01-01,605,Graduate,31500.0,True,0,1,"['AWS', 'Agile', 'Communication', 'DAX', 'Data Analysis', 'KPI Reporting', 'Machine Learning']",7,-0.73
494,Data Analyst,Santander UK,Finance,London,36000.0,39000.0,,Mathematics,Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2024-12-01,466,Entry Level,37500.0,True,0,1,"['Business Intelligence', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting']",5,0.63
496,Junior Business Analyst,BAE Systems,Pharma,London,31000.0,35000.0,2+ years,Engineering,AWS;Communication;DAX;Forecasting;JIRA;KPI Reporting,Hybrid,No,2026-02-01,666,Graduate,33000.0,True,1,1,"['AWS', 'Communication', 'DAX', 'Forecasting', 'JIRA', 'KPI Reporting']",6,-0.39
498,Business Intelligence Analyst,Schroders,Finance,London,29000.0,32000.0,<1 year,Computer Science,Agile;Azure;Business Intelligence;Communication;DAX;Data Analysis;Forecasting;KPI Reporting;Microsoft Excel,Hybrid,No,2024-03-01,107,Entry Level,30500.0,True,0,1,"['Agile', 'Azure', 'Business Intelligence', 'Communication', 'DAX', 'Data Analysis', 'Forecasting', 'KPI Reporting', 'Microsoft Excel']",9,-0.95
501,Junior Business Analyst,Tesco,Retail,London,26000.0,32000.0,1-2 years,Engineering,Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA,Flexible,No,2025-04-01,411,Graduate,29000.0,True,1,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'JIRA']",5,-1.29
502,Commercial Analyst,NHS,Public Sector,London,25000.0,31000.0,<1 year,2:1 or above any subject,Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Hybrid,No,2025-12-01,99,Entry Level,28000.0,True,0,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Copilot']",4,-1.52
505,Graduate Business Analyst,HMRC,Public Sector,Leeds,23000.0,28000.0,2+ years,Engineering,AWS;Agile;Business Intelligence;Communication;Data Analysis,Hybrid,No,2025-12-01,84,Graduate,25500.0,True,1,0,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Data Analysis']",5,-2.09
506,Data Analyst,Aviva,Finance,London,30000.0,33000.0,2+ years,Engineering,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;JIRA,Hybrid,No,2024-04-01,736,Entry Level,31500.0,True,1,1,"['Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'JIRA']",8,-0.73
507,Data Analyst,NatWest,Finance,London,28000.0,31000.0,,Economics,Agile;Azure;Communication;Confluence,Office,No,2025-07-01,542,Entry Level,29500.0,True,0,1,"['Agile', 'Azure', 'Communication', 'Confluence']",4,-1.18
508,Management Consultant (Graduate),Vodafone,Technology,London,38000.0,45000.0,1-2 years,Statistics,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;JIRA;Pivot Tables,Flexible,No,2024-03-01,629,Graduate,41500.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Confluence', 'Data Analysis', 'JIRA', 'Pivot Tables']",8,1.54
